INSERT INTO Client (email,username,name,gender,sexual_orientation, bio, description, likes, state, age, birthday) VALUES ('karaAcevedo@gmail.com', 'Kara Acevedo', 'karaAcevedo', 'F', 'W', 'This is the bio', 'This is the description', 'Running, Reading, Hiking, Watching series, Acrobatics', 'Reported', 'karaAcevedoprofilePic', 30, '1963-3-19'),
('bufordCamp@gmail.com', 'Buford Camp', 'bufordCamp', 'M', 'M', 'This is the bio', 'This is the description', 'Photography, Yoga, Dancing, Listening to music, Baseball', 'Pending', 'bufordCampprofilePic', 37, '1955-9-24'),
('melbaTerrell@gmail.com', 'Melba Terrell', 'melbaTerrell', 'F', 'M', 'This is the bio', 'This is the description', 'Dancing, Photography, Acrobatics, Watching series, Watching movies', 'Pending', 'melbaTerrellprofilePic', 27, '1990-7-9'),
('faustinoBeach@gmail.com', 'Faustino Beach', 'faustinoBeach', 'M', 'W', 'This is the bio', 'This is the description', 'Dancing, Knitting, Acrobatics, Watching series, Blogging', 'Accepted', 'faustinoBeachprofilePic', 25, '1978-11-20'),
('margueriteWaters@gmail.com', 'Marguerite Waters', 'margueriteWaters', 'Other', 'M', 'This is the bio', 'This is the description', 'Baseball, Running, Bowling, Photography, Chess', 'Reported', 'margueriteWatersprofilePic', 21, '1967-9-5'),
('quentinCrum@gmail.com', 'Quentin Crum', 'quentinCrum', 'M', 'W', 'This is the bio', 'This is the description', 'Listening to music, Watching series, Bowling, Fishing, Listening to podcasts', 'Pending', 'quentinCrumprofilePic', 33, '1971-6-1'),
('ethanDiaz@gmail.com', 'Ethan Diaz', 'ethanDiaz', 'M', 'W', 'This is the bio', 'This is the description', 'Fishing, Watching series, Watching movies, Blogging, Bowling', 'Pending', 'ethanDiazprofilePic', 38, '1985-6-15'),
('chiHyde@gmail.com', 'Chi Hyde', 'chiHyde', 'M', 'M', 'This is the bio', 'This is the description', 'Fishing, Parkour, Bowling, Reading, Running', 'Accepted', 'chiHydeprofilePic', 21, '1976-3-7'),
('bradlyGuerrero@gmail.com', 'Bradly Guerrero', 'bradlyGuerrero', 'M', 'B', 'This is the bio', 'This is the description', 'Hiking, Paintball, Cycling, Journaling, Running', 'Accepted', 'bradlyGuerreroprofilePic', 27, '1968-7-28'),
('conchitaRichard@gmail.com', 'Conchita Richard', 'conchitaRichard', 'F', 'W', 'This is the bio', 'This is the description', 'Cycling, Hiking, Reading, Car fixing, Photography', 'Pending', 'conchitaRichardprofilePic', 35, '1978-12-5'),
('martineRocha@gmail.com', 'Martine Rocha', 'martineRocha', 'F', 'M', 'This is the bio', 'This is the description', 'Cycling, Knitting, Running, Chess, Watching movies', 'Reported', 'martineRochaprofilePic', 19, '1959-7-15'),
('jaimeRoberson@gmail.com', 'Jaime Roberson', 'jaimeRoberson', 'F', 'B', 'This is the bio', 'This is the description', 'Reading, Dancing, Watching movies, Acrobatics, Knitting', 'Accepted', 'jaimeRobersonprofilePic', 31, '1961-7-21'),
('aliBowen@gmail.com', 'Ali Bowen', 'aliBowen', 'M', 'W', 'This is the bio', 'This is the description', 'Fishing, Hiking, Journaling, Watching movies, Paintball', 'Accepted', 'aliBowenprofilePic', 40, '1960-5-4'),
('katheyWaller@gmail.com', 'Kathey Waller', 'katheyWaller', 'F', 'W', 'This is the bio', 'This is the description', 'Parkour, Paintball, Dancing, Fishing, Watching movies', 'Accepted', 'katheyWallerprofilePic', 34, '1961-11-24'),
('laurenThornton@gmail.com', 'Lauren Thornton', 'laurenThornton', 'M', 'W', 'This is the bio', 'This is the description', 'Baseball, Running, Fishing, Parkour, Car fixing', 'Reported', 'laurenThorntonprofilePic', 34, '1972-5-17'),
('lianeKeller@gmail.com', 'Liane Keller', 'lianeKeller', 'F', 'W', 'This is the bio', 'This is the description', 'Dancing, Photography, Baseball, Reading, Listening to podcasts', 'Pending', 'lianeKellerprofilePic', 26, '1984-4-8'),
('goldiePruitt@gmail.com', 'Goldie Pruitt', 'goldiePruitt', 'F', 'M', 'This is the bio', 'This is the description', 'Watching series, Acrobatics, Running, Knitting, Journaling', 'Accepted', 'goldiePruittprofilePic', 31, '1994-6-24'),
('clementBurch@gmail.com', 'Clement Burch', 'clementBurch', 'M', 'B', 'This is the bio', 'This is the description', 'Yoga, Blogging, Dancing, Parkour, Cycling', 'Reported', 'clementBurchprofilePic', 30, '1957-4-18'),
('thanhWinters@gmail.com', 'Thanh Winters', 'thanhWinters', 'Other', 'M', 'This is the bio', 'This is the description', 'Watching movies, Hiking, Photography, Paintball, Blogging', 'Reported', 'thanhWintersprofilePic', 25, '1991-4-18'),
('daronRivera@gmail.com', 'Daron Rivera', 'daronRivera', 'M', 'B', 'This is the bio', 'This is the description', 'Listening to music, Cycling, Watching series, Acrobatics, Blogging', 'Accepted', 'daronRiveraprofilePic', 25, '1991-6-4'),
('alysonAtkinson@gmail.com', 'Alyson Atkinson', 'alysonAtkinson', 'F', 'W', 'This is the bio', 'This is the description', 'Car fixing, Chess, Fishing, Journaling, Dancing', 'Reported', 'alysonAtkinsonprofilePic', 19, '2003-8-19'),
('quianaWilder@gmail.com', 'Quiana Wilder', 'quianaWilder', 'Other', 'M', 'This is the bio', 'This is the description', 'Watching movies, Baseball, Car fixing, Fishing, Dancing', 'Reported', 'quianaWilderprofilePic', 22, '1975-8-4'),
('nickoleWeeks@gmail.com', 'Nickole Weeks', 'nickoleWeeks', 'F', 'B', 'This is the bio', 'This is the description', 'Photography, Bowling, Paintball, Cycling, Running', 'Reported', 'nickoleWeeksprofilePic', 35, '1952-6-21'),
('vivanCasey@gmail.com', 'Vivan Casey', 'vivanCasey', 'F', 'W', 'This is the bio', 'This is the description', 'Watching series, Yoga, Journaling, Reading, Paintball', 'Pending', 'vivanCaseyprofilePic', 24, '1960-10-15'),
('alfredaHead@gmail.com', 'Alfreda Head', 'alfredaHead', 'Other', 'W', 'This is the bio', 'This is the description', 'Parkour, Acrobatics, Photography, Listening to podcasts, Reading', 'Reported', 'alfredaHeadprofilePic', 20, '2003-6-13'),
('rachealCarroll@gmail.com', 'Racheal Carroll', 'rachealCarroll', 'F', 'W', 'This is the bio', 'This is the description', 'Bowling, Paintball, Car fixing, Journaling, Watching series', 'Reported', 'rachealCarrollprofilePic', 35, '1985-6-8'),
('tyroneHumphrey@gmail.com', 'Tyrone Humphrey', 'tyroneHumphrey', 'M', 'M', 'This is the bio', 'This is the description', 'Blogging, Fishing, Baseball, Cycling, Hiking', 'Reported', 'tyroneHumphreyprofilePic', 32, '1974-10-12'),
('isaiasWatts@gmail.com', 'Isaias Watts', 'isaiasWatts', 'Other', 'B', 'This is the bio', 'This is the description', 'Car fixing, Blogging, Baseball, Listening to music, Listening to podcasts', 'Pending', 'isaiasWattsprofilePic', 23, '1982-4-17'),
('floyDickson@gmail.com', 'Floy Dickson', 'floyDickson', 'F', 'W', 'This is the bio', 'This is the description', 'Paintball, Reading, Baseball, Hiking, Bowling', 'Accepted', 'floyDicksonprofilePic', 27, '1985-8-9'),
('jeaneLamb@gmail.com', 'Jeane Lamb', 'jeaneLamb', 'F', 'W', 'This is the bio', 'This is the description', 'Knitting, Watching series, Dancing, Parkour, Reading', 'Pending', 'jeaneLambprofilePic', 31, '1959-4-4'),
('norbertoGeorge@gmail.com', 'Norberto George', 'norbertoGeorge', 'M', 'M', 'This is the bio', 'This is the description', 'Watching movies, Running, Cycling, Chess, Parkour', 'Accepted', 'norbertoGeorgeprofilePic', 26, '1991-5-13'),
('angelicaMercado@gmail.com', 'Angelica Mercado', 'angelicaMercado', 'F', 'M', 'This is the bio', 'This is the description', 'Paintball, Knitting, Watching series, Yoga, Parkour', 'Pending', 'angelicaMercadoprofilePic', 24, '1995-2-26'),
('brittBallard@gmail.com', 'Britt Ballard', 'brittBallard', 'M', 'W', 'This is the bio', 'This is the description', 'Dancing, Listening to podcasts, Car fixing, Photography, Paintball', 'Pending', 'brittBallardprofilePic', 25, '1995-5-16'),
('jerrieWaters@gmail.com', 'Jerrie Waters', 'jerrieWaters', 'Other', 'W', 'This is the bio', 'This is the description', 'Knitting, Chess, Hiking, Blogging, Listening to podcasts', 'Reported', 'jerrieWatersprofilePic', 33, '1976-1-1'),
('madonnaStout@gmail.com', 'Madonna Stout', 'madonnaStout', 'F', 'M', 'This is the bio', 'This is the description', 'Dancing, Blogging, Bowling, Chess, Listening to music', 'Reported', 'madonnaStoutprofilePic', 19, '1973-7-26'),
('gabrieleSilva@gmail.com', 'Gabriele Silva', 'gabrieleSilva', 'F', 'W', 'This is the bio', 'This is the description', 'Photography, Acrobatics, Fishing, Baseball, Blogging', 'Accepted', 'gabrieleSilvaprofilePic', 29, '1975-2-12'),
('tiffanyAtkinson@gmail.com', 'Tiffany Atkinson', 'tiffanyAtkinson', 'F', 'M', 'This is the bio', 'This is the description', 'Knitting, Watching series, Cycling, Running, Chess', 'Accepted', 'tiffanyAtkinsonprofilePic', 40, '1957-10-26'),
('alethaBlanchard@gmail.com', 'Aletha Blanchard', 'alethaBlanchard', 'F', 'W', 'This is the bio', 'This is the description', 'Fishing, Watching movies, Parkour, Car fixing, Reading', 'Accepted', 'alethaBlanchardprofilePic', 19, '1956-6-13'),
('phyllisRollins@gmail.com', 'Phyllis Rollins', 'phyllisRollins', 'F', 'B', 'This is the bio', 'This is the description', 'Reading, Journaling, Photography, Cycling, Fishing', 'Accepted', 'phyllisRollinsprofilePic', 28, '1975-9-4'),
('prestonMaldonado@gmail.com', 'Preston Maldonado', 'prestonMaldonado', 'M', 'M', 'This is the bio', 'This is the description', 'Reading, Chess, Bowling, Listening to podcasts, Yoga', 'Accepted', 'prestonMaldonadoprofilePic', 39, '1991-8-11'),
('floydMccall@gmail.com', 'Floyd Mccall', 'floydMccall', 'M', 'M', 'This is the bio', 'This is the description', 'Reading, Journaling, Listening to music, Car fixing, Paintball', 'Reported', 'floydMccallprofilePic', 27, '2001-6-8'),
('mildredCooper@gmail.com', 'Mildred Cooper', 'mildredCooper', 'F', 'M', 'This is the bio', 'This is the description', 'Baseball, Listening to podcasts, Acrobatics, Reading, Hiking', 'Accepted', 'mildredCooperprofilePic', 28, '1962-7-27'),
('anitaWilliamson@gmail.com', 'Anita Williamson', 'anitaWilliamson', 'F', 'B', 'This is the bio', 'This is the description', 'Cycling, Listening to music, Bowling, Chess, Fishing', 'Pending', 'anitaWilliamsonprofilePic', 25, '1958-12-16'),
('corneliusHoffman@gmail.com', 'Cornelius Hoffman', 'corneliusHoffman', 'M', 'B', 'This is the bio', 'This is the description', 'Parkour, Baseball, Journaling, Hiking, Photography', 'Pending', 'corneliusHoffmanprofilePic', 29, '1951-2-7'),
('alecHumphrey@gmail.com', 'Alec Humphrey', 'alecHumphrey', 'Other', 'M', 'This is the bio', 'This is the description', 'Blogging, Listening to podcasts, Cycling, Dancing, Parkour', 'Pending', 'alecHumphreyprofilePic', 32, '1963-1-19'),
('dominiqueNorris@gmail.com', 'Dominique Norris', 'dominiqueNorris', 'M', 'M', 'This is the bio', 'This is the description', 'Parkour, Hiking, Paintball, Fishing, Blogging', 'Pending', 'dominiqueNorrisprofilePic', 21, '1984-5-23'),
('frankieMarquez@gmail.com', 'Frankie Marquez', 'frankieMarquez', 'F', 'W', 'This is the bio', 'This is the description', 'Knitting, Running, Fishing, Watching series, Baseball', 'Accepted', 'frankieMarquezprofilePic', 22, '1958-6-19'),
('ronniTrujillo@gmail.com', 'Ronni Trujillo', 'ronniTrujillo', 'F', 'B', 'This is the bio', 'This is the description', 'Running, Watching movies, Baseball, Acrobatics, Hiking', 'Reported', 'ronniTrujilloprofilePic', 40, '1993-6-16'),
('dudleyVillanueva@gmail.com', 'Dudley Villanueva', 'dudleyVillanueva', 'M', 'M', 'This is the bio', 'This is the description', 'Baseball, Running, Watching movies, Car fixing, Chess', 'Reported', 'dudleyVillanuevaprofilePic', 40, '2003-11-11'),
('breanneLangley@gmail.com', 'Breanne Langley', 'breanneLangley', 'F', 'M', 'This is the bio', 'This is the description', 'Cycling, Paintball, Car fixing, Chess, Yoga', 'Pending', 'breanneLangleyprofilePic', 23, '1986-12-2'),
('violetSchroeder@gmail.com', 'Violet Schroeder', 'violetSchroeder', 'Other', 'M', 'This is the bio', 'This is the description', 'Watching movies, Listening to music, Yoga, Running, Car fixing', 'Reported', 'violetSchroederprofilePic', 38, '1991-2-24'),
('cherriHouston@gmail.com', 'Cherri Houston', 'cherriHouston', 'F', 'W', 'This is the bio', 'This is the description', 'Blogging, Parkour, Watching series, Fishing, Reading', 'Accepted', 'cherriHoustonprofilePic', 20, '1950-6-27'),
('antoineGonzales@gmail.com', 'Antoine Gonzales', 'antoineGonzales', 'Other', 'B', 'This is the bio', 'This is the description', 'Knitting, Cycling, Parkour, Dancing, Chess', 'Reported', 'antoineGonzalesprofilePic', 21, '1950-6-17'),
('jenifferMarsh@gmail.com', 'Jeniffer Marsh', 'jenifferMarsh', 'Other', 'W', 'This is the bio', 'This is the description', 'Chess, Parkour, Hiking, Journaling, Knitting', 'Pending', 'jenifferMarshprofilePic', 33, '1972-10-6'),
('roseannWomack@gmail.com', 'Roseann Womack', 'roseannWomack', 'Other', 'M', 'This is the bio', 'This is the description', 'Parkour, Car fixing, Listening to podcasts, Yoga, Baseball', 'Reported', 'roseannWomackprofilePic', 28, '2001-5-27'),
('bettyPowers@gmail.com', 'Betty Powers', 'bettyPowers', 'F', 'W', 'This is the bio', 'This is the description', 'Knitting, Cycling, Chess, Running, Watching movies', 'Accepted', 'bettyPowersprofilePic', 30, '1951-9-6'),
('luciusSosa@gmail.com', 'Lucius Sosa', 'luciusSosa', 'M', 'M', 'This is the bio', 'This is the description', 'Photography, Reading, Cycling, Car fixing, Dancing', 'Pending', 'luciusSosaprofilePic', 28, '1989-1-13'),
('allanBuchanan@gmail.com', 'Allan Buchanan', 'allanBuchanan', 'M', 'M', 'This is the bio', 'This is the description', 'Paintball, Listening to music, Blogging, Listening to podcasts, Parkour', 'Pending', 'allanBuchananprofilePic', 22, '1973-6-25'),
('shannanDuffy@gmail.com', 'Shannan Duffy', 'shannanDuffy', 'F', 'M', 'This is the bio', 'This is the description', 'Acrobatics, Photography, Parkour, Blogging, Knitting', 'Pending', 'shannanDuffyprofilePic', 38, '1952-9-7'),
('ronnieHatcher@gmail.com', 'Ronnie Hatcher', 'ronnieHatcher', 'M', 'W', 'This is the bio', 'This is the description', 'Watching series, Hiking, Listening to music, Listening to podcasts, Baseball', 'Accepted', 'ronnieHatcherprofilePic', 36, '1953-3-10'),
('williamsDennis@gmail.com', 'Williams Dennis', 'williamsDennis', 'M', 'B', 'This is the bio', 'This is the description', 'Journaling, Photography, Bowling, Cycling, Running', 'Accepted', 'williamsDennisprofilePic', 18, '1966-11-14'),
('jonelleMontoya@gmail.com', 'Jonelle Montoya', 'jonelleMontoya', 'F', 'B', 'This is the bio', 'This is the description', 'Blogging, Knitting, Dancing, Hiking, Fishing', 'Pending', 'jonelleMontoyaprofilePic', 37, '1996-12-26'),
('hubertRoth@gmail.com', 'Hubert Roth', 'hubertRoth', 'M', 'M', 'This is the bio', 'This is the description', 'Chess, Journaling, Parkour, Reading, Watching movies', 'Accepted', 'hubertRothprofilePic', 26, '1979-9-6'),
('enriqueDeleon@gmail.com', 'Enrique Deleon', 'enriqueDeleon', 'Other', 'M', 'This is the bio', 'This is the description', 'Paintball, Acrobatics, Blogging, Watching movies, Fishing', 'Pending', 'enriqueDeleonprofilePic', 35, '1950-4-11'),
('honeyWoodard@gmail.com', 'Honey Woodard', 'honeyWoodard', 'F', 'W', 'This is the bio', 'This is the description', 'Knitting, Listening to podcasts, Yoga, Bowling, Reading', 'Pending', 'honeyWoodardprofilePic', 39, '2004-11-2'),
('gertieSchwartz@gmail.com', 'Gertie Schwartz', 'gertieSchwartz', 'F', 'B', 'This is the bio', 'This is the description', 'Car fixing, Hiking, Journaling, Watching movies, Running', 'Reported', 'gertieSchwartzprofilePic', 39, '2001-12-26'),
('doreenBolton@gmail.com', 'Doreen Bolton', 'doreenBolton', 'Other', 'W', 'This is the bio', 'This is the description', 'Blogging, Yoga, Chess, Cycling, Fishing', 'Accepted', 'doreenBoltonprofilePic', 34, '1970-7-1'),
('clairMorris@gmail.com', 'Clair Morris', 'clairMorris', 'M', 'W', 'This is the bio', 'This is the description', 'Chess, Listening to music, Car fixing, Photography, Acrobatics', 'Pending', 'clairMorrisprofilePic', 35, '1973-10-19'),
('sammyHancock@gmail.com', 'Sammy Hancock', 'sammyHancock', 'M', 'W', 'This is the bio', 'This is the description', 'Paintball, Listening to podcasts, Watching series, Car fixing, Reading', 'Accepted', 'sammyHancockprofilePic', 19, '1956-10-4'),
('darinBaxter@gmail.com', 'Darin Baxter', 'darinBaxter', 'M', 'M', 'This is the bio', 'This is the description', 'Bowling, Listening to podcasts, Baseball, Chess, Parkour', 'Pending', 'darinBaxterprofilePic', 21, '1951-6-26'),
('johnnaWalton@gmail.com', 'Johnna Walton', 'johnnaWalton', 'Other', 'B', 'This is the bio', 'This is the description', 'Parkour, Hiking, Blogging, Listening to music, Watching movies', 'Accepted', 'johnnaWaltonprofilePic', 33, '1989-11-3'),
('madeleineOsborne@gmail.com', 'Madeleine Osborne', 'madeleineOsborne', 'F', 'B', 'This is the bio', 'This is the description', 'Reading, Chess, Watching movies, Running, Photography', 'Reported', 'madeleineOsborneprofilePic', 34, '1979-2-8'),
('michalePeters@gmail.com', 'Michale Peters', 'michalePeters', 'M', 'B', 'This is the bio', 'This is the description', 'Acrobatics, Blogging, Hiking, Knitting, Baseball', 'Accepted', 'michalePetersprofilePic', 23, '1990-2-9'),
('arletteDillard@gmail.com', 'Arlette Dillard', 'arletteDillard', 'Other', 'M', 'This is the bio', 'This is the description', 'Cycling, Baseball, Blogging, Reading, Parkour', 'Pending', 'arletteDillardprofilePic', 20, '2001-2-28'),
('orenLopez@gmail.com', 'Oren Lopez', 'orenLopez', 'Other', 'W', 'This is the bio', 'This is the description', 'Baseball, Knitting, Yoga, Reading, Photography', 'Reported', 'orenLopezprofilePic', 20, '1961-9-2'),
('angelinaChapman@gmail.com', 'Angelina Chapman', 'angelinaChapman', 'F', 'M', 'This is the bio', 'This is the description', 'Listening to music, Dancing, Listening to podcasts, Cycling, Baseball', 'Accepted', 'angelinaChapmanprofilePic', 23, '1970-2-6'),
('arronFranklin@gmail.com', 'Arron Franklin', 'arronFranklin', 'M', 'W', 'This is the bio', 'This is the description', 'Parkour, Hiking, Paintball, Car fixing, Watching series', 'Accepted', 'arronFranklinprofilePic', 36, '1978-2-21'),
('angelineStephens@gmail.com', 'Angeline Stephens', 'angelineStephens', 'F', 'M', 'This is the bio', 'This is the description', 'Photography, Paintball, Chess, Dancing, Blogging', 'Accepted', 'angelineStephensprofilePic', 36, '1973-5-19'),
('yoshikoGordon@gmail.com', 'Yoshiko Gordon', 'yoshikoGordon', 'F', 'W', 'This is the bio', 'This is the description', 'Bowling, Yoga, Chess, Fishing, Hiking', 'Reported', 'yoshikoGordonprofilePic', 35, '1990-4-6'),
('deanRocha@gmail.com', 'Dean Rocha', 'deanRocha', 'M', 'W', 'This is the bio', 'This is the description', 'Acrobatics, Car fixing, Hiking, Journaling, Watching movies', 'Accepted', 'deanRochaprofilePic', 38, '1950-12-10'),
('sharronMurphy@gmail.com', 'Sharron Murphy', 'sharronMurphy', 'F', 'W', 'This is the bio', 'This is the description', 'Listening to music, Parkour, Listening to podcasts, Dancing, Watching series', 'Pending', 'sharronMurphyprofilePic', 29, '1964-9-12'),
('bernardCervantes@gmail.com', 'Bernard Cervantes', 'bernardCervantes', 'M', 'W', 'This is the bio', 'This is the description', 'Hiking, Listening to podcasts, Running, Car fixing, Journaling', 'Reported', 'bernardCervantesprofilePic', 31, '1984-10-2'),
